title,abstract,date,department,type,url
Warmteopslag kan belangrijke rol spelen in Drentse energietransitie,Presentatie bij RES Drenthe,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:0d706d84-e57e-4a8a-885f-95e7961b75bb
Zorg in Harmonie,"Tijdens de zorgmomenten in de ochtend van bewoners met dementie wordt regelmatig onbegrepen gedrag of moeite met de ochtendzorg waargenomen. Binnen de muziektherapie bestaat hier geen specifieke interventie om dit te ondersteunen, daarom wil de muziektherapeut de Algemeen Dagelijkse Levensverrichtingen (ADL) in de ochtend voor zowel de zorgverlener en bewoner verlichten door te onderzoeken op welke wijze muziek ingezet kan worden als geconditioneerde stimulus.Het onderzoek is gedaan door middel van een kwalitatieve benadering. Voor het onderzoek zijn vier muziektherapeuten, vier zorgverleners en twee ergotherapeuten geïnterviewd via half-gestructureerde interviews. Daarnaast zijn drie bewoners drie ochtenden geobserveerd tijdens de ADL momenten, waarvan één keer zonder en twee keer met muziek. Literatuuronderzoek is eveneens meegenomen ter onderbouwing van de bevindingen.Uit onderzoek is gebleken dat er rekening gehouden moet worden met verschillende factoren. Zoals welke muziek ingezet moet worden, waarbij de voorkeur ligt voor persoonsgerichte muziek, maar ook wanneer de interventie ingezet kan worden, bijvoorbeeld als er onbegrepen gedrag plaatsvindt. Het observeren van de huidige zorgmomenten zonder interventie en het ontwikkelen van een doel voor de bewoner is een belangrijke stap. Ook tijdens het toepassen van de interventie zijn observaties wenselijk, hiervoor zijn observatiepunten benoemd door de respondenten.Een bepalende factor in het verloop van de ADL is de attitude van zowel de bewoner als zorgverlener. Zorgverleners dienen met rust, duidelijkheid en persoonsgerichte aandacht te werken. Een goede uitvoering van de interventie vraagt om openheid, tijd, onderlinge afstemming en de beschikbaarheid van geschikte middelen, zoals een afspeelapparaat en een gepersonaliseerde playlist.",,,,https://hbo-kennisbank.nl/details/sharekit_hu:oai:surfsharekit.nl:07a48e2e-dfda-427b-9847-e80d58b50f0a
Does internationalization trigger digital innovation?,"AbstractDigital innovation represents a novel and transformative form of innovation. Thispaper examines the impact of export experience on digital innovation, consideringboth technological and organizational dimensions. Using a large dataset of Chineselisted firms, we find that firms with high initial productivity benefit from internationalization,gaining greater opportunities and stronger incentives to engage indigital innovation. In contrast, for firms with low initial productivity, often prioritizingcheap labor over innovation, export experience is negatively associated withdigital innovation. Further analysis identifies the market effect, the competition effect,and the learning effect as key mechanisms through which exporting promotesdigital innovation. Moreover, heterogeneity analysis shows that the positive impactof export experience is more pronounced for non-state-owned firms, firms exportingto developed markets, and firms engaged in ordinary rather than processing trade.This study provides important insights for policymakers and managers aiming topromote digital innovation in the context of globalization.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:58c87b06-780f-45b9-887b-06780f55b9a4
A multi-objective game theory model for sustainable profitability in the tourism supply chain,"The tourism industry is a major economic sector worldwide, significantly contributing to job creation and GDP growth. However, the rapid expansion of this industry, along with rising environmental and social concerns, underscores the critical need for sustainable strategies. This paper presents a novel multi-objective game theory model that simultaneously optimizes profitability and sustainability in the tourism supply chain. The key innovation of this study lies in the integration of game theory with an artificial neural network (ANN) to predict customer demand, effectively capturing nonlinear consumer behaviors and enabling more accurate decision-making. The model analyzes the dynamic interactions between tour operators and local service providers, identifying Nash Equilibrium outcomes where no player can improve profitability through unilateral strategy adjustments. Additionally, the study introduces a comprehensive approach to government subsidies, evaluating their effectiveness in enhancing sustainability incentives and overall profitability. A detailed sensitivity analysis is conducted to examine how variations in pricing, sustainability efforts, and subsidy rates influence profit margins. Another distinctive contribution of this research is its emphasis on human resource management, highlighting how employee training, green organizational culture, and financial incentives can improve productivity and support sustainability initiatives. The results demonstrate that collaborative strategies, such as resource sharing and joint sustainability efforts between tour operators and local providers, significantly increase profitability. The findings further indicate that a combination of optimal pricing, maximum sustainability efforts, and full government subsidies yields the highest total profit of 6,395 units. Overall, this research offers strategic guidelines for pricing, human resource development, and subsidy policies, providing a robust framework for achieving both profitability and sustainability in the tourism supply chain.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fb3f1f8a2-adc4-43db-a98c-c82a6da69446
Factors contributing to differences in physical activity levels in (pre)frail older adults living in rural areas of China,"INTRODUCTION: Physical Activity (PA) is essential for enhancing the physical function of pre-frail and frail older adults. However, among this group, PA-levels vary significantly. Identifying the factors contributing to these differences could support tailored PA interventions. This study aims to examine factors associated with physical activity levels among pre-frail and frail older adults in rural China. METHODS: This is a cross-sectional study. A total of 284 (pre)frail older adults (aged ≥60 years) were included from ten rural healthcare centers in Northeast China. Participants were categorized into low-moderate and high physical activity groups assessed using the Short Form International Physical Activity Questionnaire. Four-dimensional data were collected, including demographics, health behaviors, objective physical performance measures, and self-reported perceived health profiles. Extreme Gradient Boosting (XGBoost), a machine learning algorithm, was employed for binary classification (low-moderate vs. high physical activity). Model performance was assessed using the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, specificity, precision, and F1-score. To enhance interpretability, SHapley Additive exPlanations (SHAP) were utilized to identify key predictive variables. RESULTS: Mean age of participants was 70 years (59% female, 86% farmers). The low-moderate group averaged 1,187 MET/week, while the high physical activity group reached 8,162 MET/week. Physical performance tests showed significantly better scores in the high PA group. The XGBoost model achieved 82.4% accuracy (AUC: 0.769, specificity: 90%, sensitivity: 63%). SHAP analysis revealed that self-reported social support, general health, ambulation, and physical performance measures were the most important factors. CONCLUSION: The high physical activity group demonstrated better physical function than the low-moderate physical activity group; though, both groups showed poorer physical function compared to the general older population. Self-reported health perceptions and social support significantly correlated with physical activity levels. Addressing these factors through targeted interventions-including community-based social support programs and structured mobility-enhancing exercises-may contribute to improved health outcomes and enhanced quality of life in this population.",,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F541d6433-b9ef-410d-a48b-197dff027f00
ENTEG Day - Rijksuniversiteit Groningen,Poster presentaties van alle PhD studenten gelinkt aan Engineering and Technology institute Groningen (ENTEG),,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:fd8293dd-a245-40c4-a140-8675c862f8e0
Werken aan werkdruk,,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Ff64f2459-06dc-4fe0-b4c7-8fcb2aca66f5
Exploring the UAV-Based Ground-Penetrating Radar for Historical Site Detection: A WWII Hiding Place Case Study near Bornerbroekseweg,"This  study  evaluates  the  potential  of  Unmanned  Aerial  Vehicle-based  Ground-Penetrating  Radar  (UAV-GPR)  for  identifying  buried  features  related  to  a  suspected  World  War  II  (WWII)  hiding  place  near Bornerbroekseweg,  the  Netherlands.  The  survey  area is  an  active  farmland  field  with  limited  surface indicators  and  partially  documented  historical  significance.  A  total  of  six  UAV  flight  lines  and  four ground-based GPR paths were conducted to cover the site. Subsurface anomalies were identified at depths between approximately 0.2 and 1.5 m. In particular, Flight 6 revealed a near-surface reflection at 0.2–0.4 m,  whereas  Flight  4  showed  a  deeper  horizontal  anomaly  at  around  1.2–1.5  m.  Ground-based  Path  3 supported  these  findings  with  continuous  horizontal  reflections  distinct  from  natural  stratigraphy.  The integration of UAV and ground-based data enabled full-site coverage and localized resolution, supporting the  identification  of  areas  warranting  further  archaeological  investigation.  The  results  demonstrate  the applicability  of  UAV-GPR  for  non-invasive  prospection  in  rural  historical  sites  with  uncertain  spatialrecords and suggest its value for informing targeted excavations.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:8f1a092e-8aa8-41f7-9a09-2e8aa841f70d
Archetypes of assistance systems and their impacts on manufacturing performance and job quality,"As workplaces become increasingly complex, manufacturing companies must adopt technologies that not only fulfill customer requirements but also prioritize high-quality jobs for production workers. Assistance systems are gaining popularity because they can enhance manufacturing performance and support sufficient job quality. However, there is a lack of detailed insights into the application-specific impact of the systems. This study classifies the use of assistance systems in manufacturing, deriving characteristic archetypes and mapping their impacts through a systematic review of existing literature. Analyzing 56 cases from 40 studies using descriptive and cluster analysis, four main archetypes are identified: (1) manually operated physical execution support for routine assembly tasks, (2) automatically operated and adaptable visual task guidance for routine assembly tasks, (3) automatically operated and adaptive visual support for non-routine diagnostics tasks, and (4) automatically operated and adaptive physical execution support for routine assembly. Findings suggest that these archetypes offer potential benefits and risks for job quality and manufacturing performance. However, their successful use requires careful consideration of role division, task execution capabilities, task support capabilities, and long- term impacts. The current literature on assistance systems needs more longitudinal empirical studies to provide clear guidance for both researchers and industry practitioners.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:2776c100-b570-48bb-b6c1-00b57008bbad
Disentangling regional development policy paradigms. Using digital tools to understand and compare the impact of regional development policies in the European Union,,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:dae46228-ecf7-4c28-8676-c942216c3b09
Leveraging Citizen Science to Improve Exercise-Friendliness in a Low Socio-economic Status Neighborhood,,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F02e7d165-3ed5-4f99-aee3-67100a5feeb4
Succesvol digitaal medicatiebeheer: Wat zorgverleners écht nodig hebben,"Een veilige medicatieverstrekking is essentieel binnen de verpleegkundige zorg, binnen thuiszorgorganisatie Ik ben Liz worden nog papieren aftekenlijsten gebruikt. Dit brengt risico's met zich mee, zoals medicatiefouten en onduidelijke registratie. In 2024 waren 42 MIC-meldingen over medicatie-incidenten. Digitalisering via een digitaal medicatieregistratiesysteem (DMRS) kan de medicatieveiligheid verbeteren, maar een succesvolle invoering hangt af van kennis, vaardigheden en draagvlak van zorgverleners. Dit onderzoek richt zich op de vraag: ""Wat hebben verzorgenden en verpleegkundigen binnen de wijkteams nodig zodat het digitale medicatieregistratiesysteem geïmplementeerd kan worden binnen thuiszorgorganisatie Ik ben Liz?"".",,,,https://hbo-kennisbank.nl/details/sharekit_zuyd:oai:surfsharekit.nl:0461276e-a61b-46a6-8326-6f4d8f977c09
Biogas digestate in closed-loop digeponic systems for salt-tolerant crops,"Intensive agriculture relies heavily on synthetic fertilizers, causing resource depletion and environmental issues such as nutrient leaching. Biogas liquid digestate offers a nutrient-rich byproduct from anaerobic digestors as a circular alternative source for plant nutrients in  closed-loop. Within the SIA Fieldlab Circular Fertilizers project, a digeponics (digestate-based hydroponics) nutrient film technique (NFT) crop production system was constructed to test the growth potential of mixed salt-tolerant and conventional crops and to assess nutrition parameters by using liquid digestate as the primary nutrient source.",,,,https://hbo-kennisbank.nl/details/has:oai:www.greeni.nl:VBS:2:153910
Transdisciplinary learning environments that stimulate co-creation and co-learning,"To effectively prepare students for navigating complex societal and sustainability challenges, higher education institutions are increasingly experimenting with transdisciplinary learning environments (TLEs) in which students collaborate with external stakeholders across disciplinary and sectoral boundaries. This empirical study explores how TLEs in Dutch higher education are designed to support co-creation and co-learning between students and societal actors. Using a multiple case study design, eleven TLEs across research universities and universities of applied sciences were analysed. The findings reveal three types of TLEs: Consultancy TLEs (C-TLEs), where students address real-world problems posed by commissioners; Participatory TLEs (P-TLEs), where all participants are explicitly positioned as learners in co-creation processes; and Student-Led TLEs (SL-TLEs), where students initiate the challenge based on their intrinsic motivation and seek out relevant stakeholders. The pedagogical and design decisions made within each type were identified, focusing on how co-creation is facilitated across the phases of co-design, co-production, and co-dissemination, and to what extent co-learning is an explicit goal. While co-creation was often supported, co-learning—especially for stakeholders—was rarely intentionally designed for or assessed. P-TLEs were most explicit in embedding co-creation and co-learning in goals, activities, and support structures. Across cases, several enablers and barriers were identified, such as teacher roles, assessment alignment, use of physical spaces, and institutional embedding. Our findings highlight the importance of designing for “freedom within structure,” recognising learning surprises, and enabling reciprocal partnerships to strengthen TLE impact. The conclusion stresses that while TLEs hold great promise for transformative education and societal engagement, the concept and practice of co-learning remain underdeveloped. These findings call for more research and practical experimentation into supporting, assessing, and making visible the co-learning processes of all actors involved—students, teachers, and stakeholders alike—as a critical step toward realising the third mission of higher education.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:7581a0bb-e10e-4ee9-81a0-bbe10e6ee979
Podcasts & merkenbekendheid,"Deze scriptie onderzoekt in hoeverre branded podcasts bijdragen aan merkherkenning en -herinnering bij Nederlandse vrouwen van 30 tot 50 jaar. Met een online enquête (N = 33) is gekeken naar luistergedrag, podcastkenmerken en de wijze waarop merken blijven hangen. De resultaten tonen dat podcasts een vast onderdeel zijn van het mediapatroon van de doelgroep; 76% herinnert zich spontaan een genoemd merk en bijna de helft onderneemt actie. Authentieke hosts, een geloofwaardige toon en sterke storytelling blijken cruciaal voor merkvertrouwen. Podcasts scoren beter op merkherinnering dan andere digitale kanalen zoals social media of e-mail, maar een geïntegreerde inzet van meerdere kanalen vergroot het effect. Het onderzoek adviseert organisaties om te investeren in inhoudelijke kwaliteit en host-autoriteit en beveelt vervolgonderzoek met grotere steekproeven aan.",,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153822
Ondergronds- en bovengronds werk van een boundary spanner,"Raphaël Beaumont werkte jaren 'ondergronds' als bruggenbouwer in Amsterdam Zuidoost. Nu zet hij zijn aanpak, waarbij lokale kracht centraal staat, 'bovengronds' voort, met een officiële rol. Hoe navigeert hij als boundary spanner tussen lokale overheid en buurtbewoners?",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F680cd4f8-d558-4eed-b352-caebc72f3241
"Duurzaam, betaalbaar, genoeg, gezond & lekker","Inspiration paper voor de komende tien jaar van het expertisecluster food, één van de vier expertiseclusters van het Centre of Expertise Groen (CoE Groen), de onderzoekscoalitie van de vier groene hogescholen Aeres Hogeschool, HAS green academy, Hogeschool Inholland en Hogeschool Van Hall Larenstein. Het expertisecluster food van het CoE Groen werkt aan zo’n gezonder en duurzamervoedselsysteem. Onze lectoren en onderzoekers bundelen de krachten met partners uit praktijk, onderwijs en onderzoek om met vernieuwend, praktijkgericht onderzoek het verschil te maken. We richten daarbij onze expertise op vier samenhangende deelagenda’s: Voedselsysteemtransitie, Eiwittransitie, Gezond en duurzaam voedsel en Voedselzekerheid. Werkend vanuit de SDG’s en de aanbevelingen van de Eat Lancet commissie (The EAT-Lancet Commission on healthy, sustainable, and just food systems) voelt het EC Food zich ook verbonden met Missie 4 van LVVN: Duurzaam en gewaardeerd voedsel, dat gezond, toegankelijk en veilig is en de daaruit volgende innovatieprogramma’s.",,,,https://hbo-kennisbank.nl/details/has:oai:www.greeni.nl:VBS:2:153950
Sanering van verontreinigde terreinen,Handreiking welke overzicht geeft van relevante bodenverontreinigingen en ontwikkelde saneringstechnieken voor stedenbouwkundig ontwerpers en professionals die werken in vakgebieden,,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:4286ff46-ddcb-4254-86ff-46ddcb225456
Online Testing Dashboard PREMIUM_EU,Online test dashboard PREMIUM_EU,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:23997825-d333-4693-a972-475cae340a6f
Versterken van gedragsintenties van docenten ten aanzien van Leven Lang Ontwikkelen door double-loop learning,"Dit onderzoek onderzocht de effecten van een interventie gericht op double-loop learning (Argyris en Schön, 1978) bij docenten binnen Leven Lang Ontwikkelen (LLO), met focus op attitude, subjectieve norm, waargenomen gedragscontrole en gedragsintentie (Ajzen, 1991). Bij onervaren docenten versterkte de interventie hun attitude en subjectieve norm, maar de het vertrouwen in de eigen expertise (waargenomen gedragscontrole) bleef beperkt. Ervaren docenten gaven juist aan meer vertrouwen te hebben in hun expertise (waargenomen gedragscontrole), maar ervoeren een gebrek aan organisatorische steun, ondanks een verhoogde subjectieve norm. De interventie faciliteerde, in zeker mate, cognitieve frictie door middel van psychologische veiligheid, impliciete overtuigingen expliciteren en perspectiefuitwisseling. Dit leidde bij onervaren docenten nog niet tot fundamentele herziening van hun professionele zelfbeeld. Ervaren docenten werden zich bewust van hun begeleidende rol, wat potentieel voor gedragsverandering aankaartte, en het sociale leerproces kan bevorderen, mits goed opgevolgd. Duurzame gedragsverandering vereist vervolginterventies die kritische reflectie bevorderen, (belemmerende) overtuigingen herzien, sociale interactie tussen verschillende ervaringsniveaus stimuleren en institutioneel verankerd worden.",,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153461
"Dietary protein intake and body composition, sarcopenia and sarcopenic obesity","Background&aims Obesity and sarcopenia are major health concerns, particularly among older populations. Dietary protein may help preserve muscle mass and function, but high-protein diets, especially from animal sources, may also increase adipose mass. We investigated associations of total, animal, and plant protein intake with body composition trajectories, sarcopenia, and sarcopenic obesity. Methods We included 4576 participants (mean age 65.1 years, 56 % women) from the population-based Rotterdam Study. Dietary protein was measured using food-frequency questionnaires at baseline (2004–2009). Body composition was measured every 4–5 years using dual X-ray-absorptiometry. Handgrip strength (HGS) was assessed starting 2006 using a hydraulic dynamometer. Sarcopenia was determined based on low appendicular skeletal muscle and HGS; and sarcopenic obesity risk based on measures of lean mass, HGS and body fat. Analyses used linear mixed models and generalized estimate equation models. Results Higher total protein intake was associated with increased BMI over time (mean difference [95 %-confidence interval (CI)]: 0.86 kg/m2 [0.01,1.71] per 5E% increase), and increased fat-mass index (1.33 [0.67,1.99]), body-fat-percentage (4.54[2.76,6.31]), and both gynoid and android fat percentage. Higher protein intake was also associated with a higher sarcopenic obesity risk (−0.85[-1.5,-0.2]), but with a lower sarcopenia risk (odds ratio: 0.62 [0.43,0.90]). These associations were mainly driven by animal protein. Conclusion Higher protein intake, particularly from animal food sources, is protective against sarcopenia but also linked to a higher obesity risk. A balanced protein intake advice for older persons should be formulated based on individual needs and health status to prevent sarcopenia, obesity, and sarcopenic obesity.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fcaaae57c-60ec-4cfa-9936-b454bec0d0a9
Exploring family perspectives in geriatric oncology,"BACKGROUND: In geriatric oncology, family members frequently accompany patients during medical consultations, providing emotional and practical support while participating in shared decision-making (SDM). Family involvement in SDM can facilitate the decision-making process but also pose challenges for healthcare professionals. Additionally, much of the SDM deliberation occurs outside the clinical setting, making it important to understand family dynamics to ensure treatment decisions align with the patient's values and preferences. Therefore this study aims to explore the experiences and perspectives of family members regarding their involvement in decision-making processes for older patients with cancer, and the subsequent impact on roles and family dynamics. METHODS: Qualitative open in-depth interviews were conducted with 16 family members of 11 patients with cancer of 70 years and older in the Netherlands. Qualitative data analysis was conducted using a thematic analysis approach. RESULTS: Four interconnected themes emerged. The first theme, ""Roles"" revealed that family members often provide both practical and informational support, and sometimes act as advocates for the patient. The second theme, ""Family Values and Beliefs,"" highlighted a strong sense of unconditional and reciprocal support within families, emphasizing the core value of caring for one another. Third, ""Family Dynamics,"" encompasses: keeping everyone informed, dividing caregiver tasks, dealing with disappointment and sadness, managing different opinions, and coping with uncertainty. Finally, ""Dilemma's"" describes: family members balancing their own opinions with the patient's preferences, reconciling hope and fear, weighing trust in medical professionals against their own judgment, and balancing caregiving responsibilities with their personal lives. These dilemmas were shaped by roles the family members assumed, the underlying values and beliefs, and family dynamics. CONCLUSION: The findings of this interview study provide valuable insights into the complex roles that family members of older patients with cancer play in medical consultations and treatment decision-making and their dilemma's. These roles are deeply influenced by family values and dynamics, which can significantly shape decision-making processes and outcomes. Understanding these factors can help healthcare professionals as it highlights the evolving responsibilities of family caregivers and the importance of supporting them in navigating the intricacies of treatment decisions while maintaining respect for patient autonomy.",,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Fb134930d-e5ba-4f07-ab72-be8b7172dfd9
PREMIUM_EU en policy labs,,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:019f80f2-a74d-40e8-90c9-666644c5abf8
Datatransparantie in circulaire retourlogistiek: een praktijkonderzoek in de sector van Persoonlijke Beschermingsmiddelen (PBM),"Dit artikel onderzoekt hoe datatransparantie in circulaire retourlogistiek kan worden verbeterd en welke lessen daaruit te trekken zijn voor andere sectoren. Aanleiding is dat circulaire ketens vaak werken met versnipperde, handmatige en niet-gestandaardiseerde data, wat samenwerking en sturing belemmert. Aan de hand van een literatuurstudie en een casestudy in de sector voor persoonlijke beschermingsmiddelen (PBM) wordt inzicht verkregen in deze problematiek.De studie laat zien dat ketenpartners behoefte hebben aan uniforme definities, realtime inzicht in retourstromen en één centrale informatievoorziening. Met behulp van het SCOR-model en een Data Governance-kader zijn de belangrijkste knelpunten in het retourproces en het databeheer geanalyseerd. Hieruit volgen zes ontwerpprincipes, waaronder standaardisatie van data, een centrale datahub, automatische data-uitwisseling via API’s en duidelijke governance-afspraken.De resultaten tonen aan dat circulaire ketens functioneren als datagedreven samenwerkingsnetwerken die afhankelijk zijn van een ‘single source of truth’. Zonder centrale afspraken over data en verantwoordelijkheden ontstaan inconsistenties die de ketenprestatie ondermijnen. De conclusies zijn niet alleen relevant voor de PBM-sector, maar ook toepasbaar op andere sectoren met vergelijkbare gesloten ketens, zoals textiel, elektronica en bouwmaterialen.",,,,https://hbo-kennisbank.nl/details/sharekit_inholland:oai:surfsharekit.nl:d27900bc-ee81-43af-a096-c71a2d89c2dc
A Conceptual Model for Designing Anxiety-Reducing Digital Games in Mathematics Education,"This paper presents a conceptual model for creating digital educational games that aim to reduce mathematics anxiety (MA) and promote positive emotional engagement in mathematics education. No empirical data were collected or analyzed; the proposed model is based on a synthesis of theory and empirical findings from prior studies. Drawing on Control-Value Theory and recent meta-analyses and systematic reviews, the model identifies key psychological mechanisms underlying MA and proposes game features that address both cognitive and emotional domains. Adaptive difficulty and feedback, safe error handling, narrative, collaborative play, emotional regulation tools, mastery-oriented low-stakes practice, and non-competitive progress tracking are all discussed in terms of their theoretical foundation and empirical support. The paper explains how these features can improve learners’ perceived control and value, reducing anxiety while increasing motivation, self-efficacy, and engagement. The proposed model combines game design principles with evidence-based intervention strategies to provide guidance for the future development and evaluation of anxiety-reducing digital math games. This framework is intended to help researchers and practitioners create digital games that effectively support students with high math anxiety and improve mathematics education outcomes.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fb5907713-e47c-41b6-a6dc-b9dd41876552
Laadbehoefte in de praktijk,"De elektrificatie van vrachtvervoer versnelt, maar legt een groeiende druk op het elektriciteitsnet van bedrijventerreinen. Netcongestie dreigt daarmee een rem te worden op de verduurzaming van logistiek transport. Dit artikel onderzoekt hoe de toekomstige laadbehoefte voor elektrische trucks en bestelwagens beter kan worden voorspeld, op basis van een bottom-up aanpak met bedrijfsdata. Aan de hand van twee bedrijventerreinen wordt inzicht gegeven in de timing, omvang en spreiding van de elektriciteitsvraag. De resultaten bieden handvatten voor gerichter netbeheer, collectieve oplossingen en realistisch beleid rondom zero-emissie logistiek.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F5822ac00-8332-47e1-ac77-933a0424ead9
Cardiovascular Biomarkers in Nocturnal Hemodialysis and Their Association With Physical Performance,"Introduction The cardiovascular biomarkers troponin T, N-terminal pro-B-type natriuretic peptide, and fibroblast growth factor 23 are elevated in hemodialysis patients and associated with an increased cardiovascular mortality risk. Nocturnal hemodialysis improves the fluid status in hemodialysis patients. Therefore, we investigated whether nocturnal hemodialysis (7–8 h sessions) was associated with lower levels of troponin T, N-terminal pro-B-type natriuretic peptide, and fibroblast growth factor 23 in comparison to conventional hemodialysis. Second, we investigated whether these biomarkers were independently associated with physical performance in hemodialysis patients. Methods A prospective cohort of 33 hemodialysis patients was compared to 32 patients who voluntarily switched from conventional hemodialysis to nocturnal hemodialysis. First, we studied the difference between the two cohorts in change over 12 months of troponin T, N-terminal pro-B-type natriuretic peptide, and fibroblast growth factor 23 with linear mixed models. Second, the associations between these biomarkers and physical-activity monitor, six minute walk test, and physical component summary score were assessed at baseline, 6 and 12 months. Findings N-terminal pro-B-type natriuretic peptide increased 122% during conventional hemodialysis, whereas it decreased 31% during nocturnal hemodialysis (p = 0.001). In conventional hemodialysis, fibroblast growth factor 23 rose numerically by 19% (23%–66%) in 12 months, while a decline of 44% (21%–58%) was found in nocturnal hemodialysis patients (p = 0.17). Troponin T did not differ between groups. Regarding physical performance, a higher N-terminal pro-B-type natriuretic peptide (per 1000 ng/L) and fibroblast growth factor 23 (per 1000 RU/mL) were associated with lower physical component summary scores of −0.02 (p = 0.02) and −0.04 (p = 0.05), respectively. Troponin T was not associated with physical performance. Discussion Our findings showed that nocturnal hemodialysis was associated with a decrease in N-terminal pro-B-type natriuretic peptide. This suggested that nocturnal hemodialysis diminished volume overload and thereby myocardial stretch. Additionally, lower levels of N-terminal pro-B-type natriuretic peptide and fibroblast growth factor 23 were found to be associated with better self-reported physical performance scores.",,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2Fa5ab6d1b-24af-4fcc-b644-71796d8ae4f8
De ontwikkelbehoefte van de hippische ondernemer,"Het onderzoek brengt in kaart welke ontwikkelbehoeften hippische ondernemers ervaren om toekomstbestendig te blijven. Via enquêtes en diepte-interviews blijkt dat ondernemers vooral vakinhoudelijke scholing gemakkelijk vinden, maar ondersteuning op bedrijfsmatige thema’s als financiën, marketing en strategische bedrijfsvoering missen. Tijdgebrek en kosten vormen belangrijke drempels voor deelname aan scholing, terwijl praktijkgerichte leervormen en netwerken het beste aansluiten op de dagelijkse realiteit van deze vaak kleinschalige bedrijven. Het rapport adviseert een sectorbreed, flexibel leerplatform en meer afgestemde trajecten om ondernemersvaardigheden te versterken en zo de professionalisering van de hippische sector te versnellen.",,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153820
Leven en Werken in Energiegemeenschappen,,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:1ca12413-7478-4067-a652-de9cd42da66b
Enhancing interdisciplinary education: insights from a comprehensive review,"The development of interdisciplinary education is a complex task. Many cohesive decisions need to be taken to create a coherent curriculum and strong leadership is needed in order to realise long-term results. This article reviews seven research studies from three interdisciplinary education contexts at Saxion University of Applied Sciences, conducted over the past five years. Two main research questions are addressed: What are lessons learned for the design and implementation of interdisciplinary education, regarding the core elements of the curricular spider web [Van den Akker, J. 2003. “Curriculum Perspectives: An Introduction.” In Curriculum Landscapes and Trends, edited by J. J. H. van den Akker, W. A. J. M. Kuiper, and U. Hameyer, 1–10. Kluwer]? How does educational leadership contribute to or hinder the design process and the sustainable implementation of interdisciplinary education? We summarise and reflect on key results and argue to add elements to the spider web in order to acknowledge the complexity and advise educational leaders to pay more attention to creating a shared vision, to share leadership and responsibility, and to help teachers develop specific coaching skills.",,,,https://hbo-kennisbank.nl/details/saxion_kenniscentra:79edd2a3-2063-417e-add2-a32063917eb9
Het verband tussen toomgrootte en het geboortegewicht van de levend geboren biggen van de Hypor Libra-zeug op commerciële varkensbedrijven,"In dit onderzoek wordt het verband geanalyseerd tussen toomgrootte en geboortegewicht van de Hypor Libra-zeug op commerciële varkensbedrijven. Op zes bedrijven zijn gedurende vijf maanden 5.451 pasgeboren biggen gewogen en gekoppeld aan de omvang van de toom. Uit statistische analyse blijkt dat een grotere toomgrootte samenhangt met een lager gemiddeld geboortegewicht. Vanaf 14 biggen per toom zakt het gemiddelde gewicht onder de streefwaarde van 1.500 gram, al blijft het boven de kritische vitaliteitsgrens. De resultaten tonen het spanningsveld tussen productiviteit en dierenwelzijn en onderstrepen het belang van een optimale toomgrootte. Geadviseerd wordt te streven naar maximaal 14 à 15 biggen per toom en aanvullend onderzoek te verrichten naar andere beïnvloedende factoren.",,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153815
Technisia in BuildinG,"Onze wereld verandert, verander je mee?",,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:1447dee1-76ec-49a4-81ff-0c9ddebf95c5
