title,abstract,year,full_date,category,publication_type,url
Utilizing locally available manure-derived nutrients in crop production,"Utilizing locally available manure-derived nutrients in crop productionvalidation at full scaleBakker, R.R.C. (Lector);Buwalda, J.;Kamp, W.J. van de;Peters, R.;Klaassen, M.T.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessUtilizing locally available manure-derived nutrients in crop productionvalidation at full scaleBakker, R.R.C. (Lector);Buwalda, J.;Kamp, W.J. van de;Peters, R.;Klaassen, M.T.Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingSustainable processing of the Dutch manure surplus into applicable, market-conform minerals and organic fertilizers offers a promising perspective for promoting circular agriculture and horticulture. However, the use of circular fertilizers in Dutch  agriculture and horticulture is still limited. Primary producers have limited knowledge and information, and many manure processing initiatives have often been supply-driven resulting in end- products that do not adequately meet the needs of the Dutch agriculture and horticulture. With this background in mind, the main research question for this project was: which fertilization products derived from animal manure and other organic residual streams are valuable for arable farmers and horticulturalists, and how can their use be stimulated in these sectors? As part of this project, our long-term study assesses the feasibility of using locally available  manure-derived fertilizers in the South-East of the Netherlands  in the field, with direct participation of arable farmers and agricultural contractors.Toon meerTrefwoordenDierlijke mestVoedergewassenVoedingsstoffenThemaNatuur & LandbouwOrganisatieHAS Green AcademyLectoraatVoedselproductie in een Circulaire EconomiePartnersAgro proeftunin de PeelAeres University of Applied SciencesHogeschool InhollandVan Hall Larenstein University of Applied SciencesDatum2026-03-02TypeConferentiebijdrageTaalEngels",2024,,,,https://hbo-kennisbank.nl/details/has:oai:www.greeni.nl:VBS:2:153911
Denken over armoede,"Denken over armoedeBoekhoven, JeroenDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessDenken over armoedeBoekhoven, JeroenDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingLezing over paradigma's over armoedeTrefwoordenArmoedeBeroepspraktijk En MaatschappijEducation And TeachingEquality Of Opportunity And ParticipationGezondheidHealthHealthy AgeingKansengelijkheid En ParticipatieMens En MaatschappijOpvoeding En OnderwijsOtherOverigParadigmaParadigma'SPeople And SocietyPovertyProfessional Practice &Amp; SocietySdg 01 - No PovertySdg 01 – Geen ArmoedeThemaAlgemeenOrganisatieHanzeDatum2026-03-19TypeConferentiebijdrageTaalNederlands",,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:5fda3296-9a7a-456a-a4cf-ef64bd7e2286
Ontwerpen voor curious hands,"Ontwerpen voor curious handsBuurke, ImkaDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessOntwerpen voor curious handsBuurke, ImkaDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingPresentatie onderzoek en ontwerptool Curious HandsTrefwoordenArtArt, Learning And ParticipationBelichaamde CognitieDesign GuidelinesEducationEducation And TeachingGezond Ouder WordenHealthy AgeingInterdisciplinairKunstKunst, Leren En ParticiperenKunstenLanguage, Culture And ArtsMaakonderwijsMens En MaatschappijOnderwijsOnderwijs OntwerpenOntwerprichtlijnenOntwerptoolOpvoeding En OnderwijsPeople And SocietyRecreatie, Beweging &Amp; SportRecreation, Exercise And SportsSdg 03 - Good Health And Well-BeingSdg 03 – Goede Gezondheid En WelzijnSdg 04 - Quality EducationSdg 04 – KwaliteitsonderwijsSensorial ExperienceTaal, Cultuur &Amp; KunstenVakoverstijgendZintuigelijk MakenThemaAlgemeenOrganisatieHanzeDatum2026-03-12TypeConferentiebijdrageTaalNederlands",2018,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:9bad6a01-78d1-42e1-ac46-43e8d8ef716a
Ageïsme doorbreken: Hoe professionals het verschil kunnen maken,"Ageïsme doorbreken: Hoe professionals het verschil kunnen makenBoelhouwer, Ingrid G. (Faculteit Maatschappij En Recht (Fmr));van Vuuren, Tinka;Smit, AukjeDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessAgeïsme doorbreken: Hoe professionals het verschil kunnen makenBoelhouwer, Ingrid G. (Faculteit Maatschappij En Recht (Fmr));van Vuuren, Tinka;Smit, AukjeDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingDe afgelopen jaren is het aandeel werkende 55-plussers toegenomen en arbeidsdeskundigen spreken steeds meer van oudere cliënten. Ageïsme (stereotypen, vooroordelen en discriminatie op grond van leeftijd) is een maatschappelijk probleem en ontneemt mensen kansen en mogelijkheden. Ageïsme kan ook in de dienstverlening door arbeidsdeskundigen een rol spelen. Dit onderzoek bestaat uit een literatuurverkenning, een interactieve vragenlijst onder arbeidsdeskundigen en focusgroepen met arbeidsdeskundigen. De resultaten laten zien dat ook arbeidsdeskundigen vooroordelen en stereotypen over ouderen hebben. Daarnaast blijkt dat arbeidsdeskundigen van 50 jaar of jonger en arbeidsdeskundigen die eerder willen stoppen met werken, meer stereotyperen op grond van een hogere leeftijd. De vragenlijst staat blijvend open en kan gebruikt blijven worden als opstap voor leren en reflectie. In co-creatie met de arbeidsdeskundigen is een aanpak ontwikkeld om met ageïsme in hun professionele praktijk om te gaan en dit te doorbreken, waarbij reframing (herkaderen) centraal staat. -- In recent years, the proportion of employed individuals aged 55 and over has continued to rise, and labour experts are increasingly working with older clients. Ageism (stereotyping, prejudices, and discrimination based on age) deprives individuals of opportunities and possibilities. Ageism may also play a role in the services of labour experts. This study comprises a literature review, an interactive questionnaire among labour experts, and focus groups with these professionals. The findings reveal that labour experts hold biases and stereotypes about older individuals. Furthermore, labour experts aged 50 or younger and those who wish to retire earlier tend to stereotype older individuals more. The questionnaire remains open as a tool for learning and reflection. A reframing approach was developed in co-creation with the labour experts to address and counteract ageism in their professional practice.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamGepubliceerd inGedrag & Organisatie Amsterdam University Press, Vol. 39, Uitgave: 1, Pagina's: 16-49Datum2026-03TypeArtikelDOI10.5117/GO2026.1.003.BOELTaalNederlands",2020,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F152d9f26-f540-46a5-a30d-4e00d0170e52
"Werk van waarde, de sleutel tot ons potentieel","Werk van waarde, de sleutel tot ons potentieelEdzes, ArjenDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessWerk van waarde, de sleutel tot ons potentieelEdzes, ArjenDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingGevolgd door de presentatie van Erik-Jan Kreuze (Afier): Mensen voor cijfersTrefwoordenBeroepspraktijk En MaatschappijDuurzame InzetbaarheidEconomics And ManagementEconomie En ManagementEntrepreneurshipHuman CapitalMens En MaatschappijOndernemerschapPeople And SocietyProfessional Practice &Amp; SocietySustainable DeploymentValuable WorkWaardevol WerkThemaAlgemeenOrganisatieHanzeDatum2026-02-19TypeConferentiebijdrageTaalNederlands",2024,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:bddac30e-8387-42f9-9926-1a5c35326b18
Van Markt naar Mens,,2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F64a8800b-d9f7-4116-bcc5-bbecfa7aef99
Werken aan ont-moeten?,,2005,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F96be0b6b-1bb9-4487-afa4-a12bae055ffe
"De sprong is aan ons, maar hoe schaal je op?","De sprong is aan ons, maar hoe schaal je op?de Groot, Gertjan (Lectoraat Coördinatie Grootstedelijke Vraagstukken);Valk, MartenBekijk Bestand/URLDe sprong is aan ons, maar hoe schaal je op?de Groot, Gertjan (Lectoraat Coördinatie Grootstedelijke Vraagstukken);Valk, MartenBekijk Bestand/URLSamenvattingIn De sprong is aan ons staan de ruim honderd innovaties die in de eerste fase van het programma Toekomstbestendige Leefomgeving (TBL) zijn ontwikkeld: van materiaalinnovaties en productinnovaties tot procesinnovaties. Neem biobased vezelhennep in de prefabbouw en renovatie, een innovatie die momenteel vooral in Friesland wordt toegepast. De ambitie is dat dit soort toepassingen (en de honderd andere innovaties uit fase 1) een veel bredere voet aan de grond krijgen. Opschaling is daarvoor onmisbaar.ThemaAlgemeenOrganisatieHogeschool van AmsterdamDatum2026-03-12TypeAndersoortig materiaalTaalNederlands",2015,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F065d3976-a726-42c9-a3e8-2859ef9084cb
Multisystemic therapy across Europe,"Multisystemic therapy across EuropeImplementation and evolutionFox, Simone;Blankestein, Annemarieke;James, Cathy;Jefford, Tom;Kuijpers, Femke;Lange, Aurelie (Lectoraat Jeugdzorg);Ogden, Terje;Taraldsen, Knut;Ulfsdotter Ljunggren, EmmaBekijk URLMultisystemic therapy across EuropeImplementation and evolutionFox, Simone;Blankestein, Annemarieke;James, Cathy;Jefford, Tom;Kuijpers, Femke;Lange, Aurelie (Lectoraat Jeugdzorg);Ogden, Terje;Taraldsen, Knut;Ulfsdotter Ljunggren, EmmaBekijk URLSamenvattingMultisystemic Therapy (MST) is a community-based, family intervention for young people with complex social, clinical and educational problems such as aggression, antisocial behaviour or substance misuse. Since the first efficacy trial (Henggeler et al., 1986) and subsequent implementation of MST, the treatment has been expanded globally. There are now more than 600 MST programmes across 15 countries worldwide, including 10 European countries. This article reviews the MST journey in Europe, regarding its implementation, research and adaptation. The difference between the US emphasis on fidelity of implementation and the more flexible need-responsive approach taken in Europe is discussed, together with the implementation challenges related to cultural and contextual differences. We provide a reflection on the related research challenges and differences found in trial results between the US and Europe. The article highlights the way Europe has responded to societal needs by developing more tailored and adapted programmes and the subsequent implications for research.Toon meerThemaAlgemeenOrganisatieHogeschool van AmsterdamGepubliceerd inChildren and Youth Services Review Elsevier Ltd., Vol. 182Datum2026-03TypeArtikelDOI10.1016/j.childyouth.2026.108788TaalEngels",1986,,,,https://hbo-kennisbank.nl/details/amsterdam_pure:oai:pure.hva.nl:publications%2F482dcb1d-1553-410b-b59d-393176129756
Tijdsorkestratie,"TijdsorkestratieLeidinggeven aan betekenisvolle tijd in de schoolRobert van Putten (Lector);Theo van der ZeeBekijk URLMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessTijdsorkestratieLeidinggeven aan betekenisvolle tijd in de schoolRobert van Putten (Lector);Theo van der ZeeBekijk URLMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingMet deze publicatie plaatsen we een alternatief naast de dominante zienswijze. Vanuit efficiëntie en optimalisatie kijken naar onze omgang met tijd heeft zeker waarde, maar gaan we daardoor ook beter om met onze tijd? Doet het recht aan wat nodig is binnen de school? Het lijkt belangrijk om bij deze afweging niet enkel de ratio te laten spreken, maar ook de kwaliteit die we in onze tijd stoppen een plaats te geven.En daarom past het begrip ‘tijdsorkestratie’ zo goed bij deze publicatie. Van een orkest vragen we ook niet om deze slechts zo efficiënt mogelijk uit te voeren, maar om recht te doen aan de muziek. De noten komen tot hun recht door verschillende tempi, door verschil in volume en bovenal ook door rust tussen de noten. De schoolleider dirigeert de muziek van de school - niet door strakke controle, maar door aandachtig afstemmen, vertragen waar nodig en ruimte scheppen voor menswording. Goed schoolleiderschap als een zorgvuldig geleid orkest waarin ieder tot zijn recht kan komen en zo van betekenis kan zijn. Het strak tikken van de metronoom kan behulpzaam zijn voor het op tijd komen en het leren van rijtjes en routines. Maar wie de liefde in het onderwijs recht wil doen, heeft een breder repertoire nodig.*Tijdsorkestratie* bevat naast toegankelijke essays over de lastigheid met tijd, het betekenisvol omgaan met tijd en de pedagogische opdracht van de school, ook verschillende werkvormen om als schoolleider zelf en met het team betekenisvol om te gaan met tijd. Kortom, verdieping en toepassing in één publicatie.Toon meerTrefwoordenTijdsorkestratieTijdskwaliteitSchoolleiderschapMenswordingAandachtscultuurThemaOpvoeding & OnderwijsFilosofie & ReligieMens & MaatschappijOrganisatieChristelijke Hogeschool EdeLectoraatBezieling en ProfessionaliteitDatum2026-03-12TypeBoekTaalNederlands",2021,,,,https://hbo-kennisbank.nl/details/sharekit_che:oai:surfsharekit.nl:368a2939-1867-425c-a220-2388a5b76f8c
Thinking out of the Box,"Thinking out of the BoxMore-Than-Human Voices on/from HeritageSchepers, Mans;Lehmann, Ann-Sophie;de Vos, Ruby (Art & Sustainability)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessThinking out of the BoxMore-Than-Human Voices on/from HeritageSchepers, Mans;Lehmann, Ann-Sophie;de Vos, Ruby (Art & Sustainability)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingEco-criticism, emerging in literary studies in the 1970s, argued for a critical engagement with environmental threats beyond the nature-culture dichotomy. Today, eco-critical thinking is omnipresent. But how can students be prepared for eco-critical research, which invites interdisciplinarity, multispecies perspectives, and working with real things out in the field? This course, designed for the students of the ReMa in Arts, Media, and Literary Studies, aims to develop cross-disciplinary perspectives on ecocriticism as a crucial field for (future) humanities scholars. Considering eco-criticism through theoretical and practice-based lenses, it challenges students to move beyond desk-based research and foster interdisciplinarity across humanities and natural sciences.Trefwoordenerfgoedecokritiekmilieubedreigingenheritageeco-criticismenvironmental threatsArtArtArt & SustainabilityArt, Learning and ParticipationSDG 04 - Quality EducationLanguage, Culture and ArtsEducation and TeachingNature and AgriculturePeople and SocietyThemaOpvoeding & OnderwijsMens & MaatschappijTaal, Cultuur & KunstenNatuur & LandbouwOrganisatieHanzeGepubliceerd inRUG Education Festival 2026 Groningen, Netherlands, NLDDatum2026-03-23TypeConferentiebijdrageTaalEngels",2026,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2Fdb4034d4-948c-40e1-88bc-76388cae6980
De Beweegclub - Anders bewegen in de eigen leefomgeving,"De Beweegclub - Anders bewegen in de eigen leefomgevingvan Holland, Berry;van de Lustgraaf, SaraDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessDe Beweegclub - Anders bewegen in de eigen leefomgevingvan Holland, Berry;van de Lustgraaf, SaraDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingDe Beweegreis is al enige tijd gaande in Drenthe en heeft een impuls gekregen door een aantal opeenvolgende Living Labs vanuit ZonMw Sport en Bewegen. Door aansluiting bij het Beweegreiskompas is dit nog wat harder gegaan. Dit gehele proces is kort geschetst waarna vervolgens is ingegaan op de werkwijze van een beweegclub. Laagdrempelig, dichtbij en met gelijkgestemden, onder begeleiding van een ervaren beweegprofessional die oog heeft voor de wensen en behoeften van de doelgroep.TrefwoordenActivityBeroepspraktijk En MaatschappijBewegenBottom-Up ApproachBottom-Up BenaderingDrenthe (Province)Drenthe (Provincie)Gezonde Leefstijl En LeefomgevingGezondheidHealthHealthy AgeingHealthy Lifestyle And Living EnvironmentLiving LabsProfessional Practice &Amp; SocietyRecreatie, Beweging &Amp; SportRecreation, Exercise And SportsSdg 03 - Good Health And Well-BeingSdg 03 – Goede Gezondheid En WelzijnSdg 10 - Reduced InequalitiesSdg 10 – Minder OngelijkheidThemaAlgemeenOrganisatieHanzeDatum2026-03-26TypeConferentiebijdrageTaalNederlands",,,,,https://hbo-kennisbank.nl/details/hanze_pure_rest:7909bedd-6f9b-4c2f-9f3c-dc30c0fa2fe8
Den Blick weiten,"Den Blick weitenPerspektiven zur Einbindung Angehöriger von Menschen mit psychischen Erkrankungen in die ErgotherapieAylin Faneo (Student);Katharina Musolf (Student);Pia Plagens (Student);Nicole Kaldewei (Begeleider)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BY-NC-SADen Blick weitenPerspektiven zur Einbindung Angehöriger von Menschen mit psychischen Erkrankungen in die ErgotherapieAylin Faneo (Student);Katharina Musolf (Student);Pia Plagens (Student);Nicole Kaldewei (Begeleider)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessVoor meer informatie over de verschillende gebruiksrechten, klik op het bijbehorende icoon/link.Rechten:CC-BY-NC-SASamenvattingUntersucht wurde, inwiefern Ergotherapeut:innen in Deutschland bei Erwachsenen mit psychischer Erkrankung die Angehörigen in den therapeutischen Prozess einbeziehen und wie ihr Erleben mit der Zusammenarbeit ist.TrefwoordenScriptie ERGOErwachsenenpsychischen Erkrankungentherapeutischen ProzessAngehörigenergotherapievolwassenenpsychische beperkingtherapieprocesnaastenThemaGezondheidOrganisatieZuyd HogeschoolOpleidingErgotherapieAfdelingFaculteit GezondheidszorgDatum2026-03-27TypeBachelorTaalDuits",2025,,,,https://hbo-kennisbank.nl/details/sharekit_zuyd:oai:surfsharekit.nl:3109bc03-eca8-4005-9ff3-6ab46a29b1c9
Viewing Ethnocentrism and Ethnorelativism Through a Two-factor Lens,"Viewing Ethnocentrism and Ethnorelativism Through a Two-factor LensA Dual-spectrum Model for Intercultural DevelopmentLiu, Hugh JiliangDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessViewing Ethnocentrism and Ethnorelativism Through a Two-factor LensA Dual-spectrum Model for Intercultural DevelopmentLiu, Hugh JiliangDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingIntercultural literature often treats ethnocentrism and ethnorelativism as opposite ends of a single continuum. This paper challenges that assumption by adapting Herzberg’s two-factor theory to propose a dual-spectrum model: (1) a “hygiene” axis (ethnocentrism ↔ absence of ethnocentrism) that prevents harm, and (2) a “motivator” axis (absence of ethnorelativism ↔ ethnorelativism) that enables growth. This paper argues that reducing ethnocentrism does not automatically produce ethnorelativism, and that gains in ethnorelativism can coexist with stress-activated in-group bias which is the key concept of ethnocentrism. This dual-spectrum model can explain why bias reduction does not automatically yield adaptive collaboration and why sophisticated perspective-taking can still buckle under stress. This paper translates the model into testable propositions, a two-dimensional (2×2) typology, a portfolio of instruments for measurements, and intervention strategies. It also specifies implications for research, education, and organisational practice, especially under boundary conditions in cultural and organisational contexts, to clarify further when the axes move together, lag, or diverge. This paper also provides examples of educational program design that deliberately pair “anti-deficit” (hygiene) interventions with “growth-positive” (motivator) interventions. Hygiene secures the floor, and motivators raise the ceiling.Toon meerTrefwoordenIntercultural SensitivityCultural IntelligenceDMISDual-processHygiene-motivatorNonlinearityInterculturele gevoeligheidCulturele intelligentieOntwikkelingsmodel van Interculturele GevoeligheidTweeledig procesHygiëne-motivatorNon-lineariteitEntrepreneurshipHuman CapitalLanguage, Culture and ArtsPeople and SocietyThemaMens & MaatschappijTaal, Cultuur & KunstenOrganisatieHanzeGepubliceerd inInternational Journal of Education, Culture and Society Vol. 11, Uitgave: 2, Pagina's: 24-33Datum2026-03-05TypeArtikelDOI10.11648/j.ijecs.20261102.11TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F0f8cf90d-6bb4-4ad9-aad7-dbfd36c56962
A4: Isala on EHR: openEHR for secondary data use in radiotherapy.,"A4: Isala on EHR: openEHR for secondary data use in radiotherapy.de Klerk, Sophie;Mensen, William (Digital Transformation);Bosma, Heino;Kuizenga, Lars;Janssen, Rogier;Lipman, Djoeri;Groenboom, Rix (New Business & Ict)Bekijk URLA4: Isala on EHR: openEHR for secondary data use in radiotherapy.de Klerk, Sophie;Mensen, William (Digital Transformation);Bosma, Heino;Kuizenga, Lars;Janssen, Rogier;Lipman, Djoeri;Groenboom, Rix (New Business & Ict)Bekijk URLSamenvattingAbstract from EHRCON25-openEHR International Conference 2025. The increasing demand for structured high-quality clinical data for AI and decision support systems highlights the shortcomings of current healthcare data infrastructure, particularly its misalignment with FAIR [1] data principles (Findable, Accessible, Interoperable, Reusable). In radiotherapy, clinical information is fragmented across systems, each with its own data model. This heterogeneity limits secondary data use for applications like research, business intelligence, and AI. Although existing standards like DICOM [2] provide extensive technical imaging and treatment delivery persistence capabilities, the clinical context (e.g. diagnosis, toxicity, treatment intention) is not covered. openEHR has emerged as a promising solution, offering semantic consistency through archetype-based modeling and growing interoperability with standards like OMOP and FHIR [3]. This study aimed to evaluate openEHR as a unified data platform for radiotherapy at IsalaToon meerTrefwoordenradiotherapieopenEHRFAIR datadata-infrastructuurgezondheidszorgradiotherapyopen EHRFAIR datadata infrastructurehealthcareEntrepreneurshipHealthy AgeingDigital TransformationData ScienceICT and MediaTechnologyPeople and SocietyHealthThemaICT & MediaMens & MaatschappijGezondheidTechniekOrganisatieHanzeDatum2026-04-08TypeConferentiebijdrageDOI10.1186/s12919-026-00367-3TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F38e682ef-5bcd-4429-a6be-f2e0af214c59
Een betere mentale gezondheid begint niet in de GGZ,"Een betere mentale gezondheid begint niet in de GGZLand, H. van 't (Lector);Bliekendaal, S. (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessEen betere mentale gezondheid begint niet in de GGZLand, H. van 't (Lector);Bliekendaal, S. (Onderzoeker)Download BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingOpiniestuk in de Volkskrant. Een pleidooi dat mentale gezondheid niet primair in de zorg, in een wijkteam of via een interventie ontstaat, maar vooral in het dagelijks leven: in hoe we wonen, werken, bewegen en met elkaar samenleven.TrefwoordenGeestelijke gezondheidszorgPreventieve gezondheidszorgBewegingThemaGezondheidOrganisatieAeres HogeschoolLectoraatGezonde LeefomgevingGepubliceerd inde Volkskrant DPG MediaDatum2026-06-24TypeArtikelTaalNederlands",2020,,,,https://hbo-kennisbank.nl/details/aereshogeschool:oai:www.greeni.nl:VBS:2:153967
Klantreis mbo-studenten tijdens mbo-challenge,"Klantreis mbo-studenten tijdens mbo-challengeVerhoeven, NordinDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessKlantreis mbo-studenten tijdens mbo-challengeVerhoeven, NordinDownload BestandMaterialen met beperkte toegang zijn alleen beschikbaar voor bepaalde hogescholen.Open accessSamenvattingDeze twee klantreizen zijn gemaakt door Nordin Verhoeven mbo-docent bij KW1C Den Bosch, gebaseerd op de ervaringen van studenten van KW1C tijdens challenge 6 en 7, binnen project ""Mbo-student in actie voor plantaardig voedsel""TrefwoordenConsumentengedragStudentenPlantaardige voedingsmiddelenMiddelbaar beroepsonderwijsThemaEconomie & ManagementOrganisatieHAS Green AcademyLectoraatDesign Methoden in FoodDatum2026-04-02TypeAndersoortig materiaalTaalNederlands",2026,,,,https://hbo-kennisbank.nl/details/has:oai:www.greeni.nl:VBS:2:153963
Physical activity is associated with positive patient and clinical outcomes following dysvascular major lower limb amputation,"Physical activity is associated with positive patient and clinical outcomes following dysvascular major lower limb amputationKrops, Leonie A.;Jager-Wittenaar, Harriët (Malnutrition And Healthy Ageing);Krijnen, Wim (Statistical Techniques For Applied Research);Dijkstra, Martijn;Keller, B Paul J A;Oskam, Jacques;Vierhout, Bastiaan;de Vries, Jean-Paul;van Walraven, Laurens;Geertzen, Jan HB;Dekker, Rienk;Kolen, Aniek MBekijk URLPhysical activity is associated with positive patient and clinical outcomes following dysvascular major lower limb amputationKrops, Leonie A.;Jager-Wittenaar, Harriët (Malnutrition And Healthy Ageing);Krijnen, Wim (Statistical Techniques For Applied Research);Dijkstra, Martijn;Keller, B Paul J A;Oskam, Jacques;Vierhout, Bastiaan;de Vries, Jean-Paul;van Walraven, Laurens;Geertzen, Jan HB;Dekker, Rienk;Kolen, Aniek MBekijk URLSamenvattingObjective To determine the association between physical activity (PA; duration and intensity) and patient and clinical outcomes at various measurement occasions post dysvascular major lower limb amputation (LLA). Methods In this multicenter longitudinal observational study, the PA levels of adults who underwent dysvascular major LLA (n = 81) were assessed using the adapted Short Questionnaire to Assess Health-enhancing Physical Activity questionnaire (total hours, hours of moderate/vigorous, and metabolic equivalent of task-hours/week), at <12 days, 5 weeks, 6 months, and 9 months post-LLA. (Reamputation-free) Survival and quality of life (Brief Version of the World Health Organization Quality of Life Questionnaire) were assessed at 5 weeks, 6 months, and 9 months, wound healing at 5 weeks, mobility (K-level) at 6 and 9 months, and work status at 9 months post LLA. Results Total PA was positively associated with survival (P = .034), but not after adjusting for covariates (hazard ratio, 0.84 per hour/week; P = .075). PA levels were positively associated with physical and psychological quality of life (QoL) domains, and with overall QoL and health (P =<.001-.022), but not with social or environmental domains (P = .118-.517). Total PA was also positively associated with wound healing (odds ratio, 1.06 per hour/week; P = .044). No significant associations were found between PA levels and reamputation-free survival (P = .272-.321), mobility (P = .671-.994), or work status (P = .682-.908). Conclusions PA is positively associated with survival, QoL, and wound healing. These findings underscore the relevance of PA and the need for PA interventions for individuals post LLA to potentially optimize health, patient, and clinical outcomes.Toon meerTrefwoordenphysical activityexerciseamputationperipheral arterial diseaseoutcomesfysieke activiteitbewegingamputatieperifeer arterieel vaatlijdenuitkomstenHealthy AgeingFrailty and adequate careOtherHealthThemaGezondheidAlgemeenOrganisatieHanzeGepubliceerd inAnnals of Vascular Surgery Elsevier Inc., Vol. 83, Uitgave: 3, Pagina's: 866-878Datum2026-03TypeArtikelDOI10.1016/j.jvs.2025.10.040TaalEngels",2025,,,,https://hbo-kennisbank.nl/details/hanzepure:oai:research.hanze.nl:publications%2F5e773523-0ffe-47ff-b12f-217928b40781
